summary,interest,property,metadata
"음악교육과는 학교와 사회에서 음악교육을 담당할 음악교육 전문가 양성을 위해 설치된 학과입니다. 음악교육과는 음악교육 관련 실기, 이론과 아울러 제반 교육학에 대한 이론을 이수하여 교육현장에서 능숙히 지도할 수 있는 역량 있는 음악 교사를 양성하는 데 교육목표를 두고 있으며, 졸업과 동시에 중등학교 음악과 2급 정교사 자격증을 취득할 수 있습니다.","풍부한 음악적 감수성과 창의력을 위해 평소 영화, 연극, 뮤지컬, 문학 등 다양한 문화예술 장르에 관심을 가지면 도움이 됩니다. 음악 관련 전공자들은 풍부한 음악적 재능과 함께 장시간의 꾸준한 연습을 이겨 낼 수 있는 인내력과 성실함도 많이 필요합니다. 또한 오페라나 예술가곡의 대부분이 유럽에서 기원하였기 때문에 이태리어, 불어 등 외국어 대한 능력이 요구됩니다.","음악 분야는 크게 악기 연주, 성악, 작곡 등으로 나눌 수 있고, 서양 음악뿐만 아니라 우리 전통 음악인국악, 그리고 방송, 영화, 가요 등을 연주ㆍ작곡하는 실용 음악까지 그 영역이 다양합니다. 음악이 많은 사람들의 삶의 일부인 것처럼 음악교육과는 이러한 사람들의 욕구를 충족시키기 위해 지속될 수밖에 없습니다.","{""majorSeq"": 10022, ""major"": ""음악교육과"", ""salary"": 184.1, ""employment"": ""40 % 이상"", ""job"": ""공연기획자, 교재및교구개발자, 대학교수, 연주가, 음반기획자, 음반제작자, 음악강사, 작곡가, 중등학교교사, 지휘자, 콘텐츠기획자"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""건국대학교:음악교육과 | 부산교육대학교:음악교육과 | 목원대학교:음악교육과 | 광주교육대학교:음악교육과(심화전공) | 전남대학교:음악교육과 | 조선대학교:음악교육과 | 서원대학교:음악교육과 | 청주대학교:음악교육과 | 한국교원대학교:음악교육과 | 국립공주대학교:음악교육과 | 청운대학교:뮤직트레이너학과 | 전주교육대학교:음악교육과(심화전공) | 경남대학교:음악교육과 | 경상국립대학교:음악교육과 | 진주교육대학교:음악교육과(심화전공)""}"
"일반사회교육과는 폭넓은 지식에서부터 사회과의 이론들을 교육자적 입장에서 습득하고 빠르게 변화하는 세계에 적응 및 대처하는 능력을 습득합니다. 이로써 중등학생이 합리적으로 의사결정을 하게하고, 민주시민으로 성장할 수 있도록 조력하는 참사랑을 가진 교사로 거듭나도록 합니다. 일반사회교육과는 중등학교 학생들의 사회 탐구능력과 합리적 의사결정능력 및 건전한 민주시민의식 함양을 담당할 유능한 사회과 교사 양성에 교육목표를 두고 있습니다.","사회의 전반적인 상황에 대해서 두루두루 알아야하므로 정치, 경제, 지리, 세계사 등 다양한 사회 관련 과목에 관심이 있으면 좋습니다. 학생들을 가르치는 일을 하므로 인내심이 있고 배려심이 깊으면 좋습니다. 또한, 학생들에게 다양한 지식을 가르치는 일을 하게 되므로 창의력과 지식을 전달하는 능력이 높으면 도움이 됩니다.","일반사회교육과는 정치학, 경제학, 사회학, 문화인류학, 법학 등과 관련된 영역의 공부를 하게 됩니다. 더불어 공통 사회를 이수하려는 학생들은 연계 전공인 지리나 역사 과목들을 공부하게 됩니다.","{""majorSeq"": 431, ""major"": ""일반사회교육과"", ""salary"": 189.2, ""employment"": ""40 % 이상"", ""job"": ""사범계열교수, 사회과학연구원, 사회단체활동가, 사회학연구원, 중등학교교사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""부산대학교:일반사회교육과 | 경북대학교:일반사회교육과 | 경북대학교:사회교육학부 일반사회교육전공 | 강원대학교:일반사회교육과 | 한국교원대학교:일반사회교육과 | 국립공주대학교:일반사회교육과 | 전북대학교:일반사회교육과 | 대구대학교:일반사회교육과 | 경상국립대학교:일반사회교육과 | 제주대학교:일반사회교육전공""}"
"일본어교육과는 일본어라는 매개체를 통하여 일본의 문화를 탐구함은 물론, 엄격한 어학 훈련을 통해 완숙한 중등교사를 양성하고, 사회에서 요구하는 일본어 실력이 뛰어난 인재를 배출하고 있습니다. 일어교육과는 다양하고 심도 있는 지식과 새롭게 변해가는 교수법 등을 교수함으로써 유능한 일본어 교사와 일본 관련 분야의 전문인 양성을 교육목표로 두고 있습니다.","고등학교 제2외국어 시간에 일본어를 선택하여 재미있게 공부했던 경험이 있고, 일본 문화 및 매체에 많은 관심을 가지고 있다면 이 학과에 관심을 가져 볼만합니다. 외국어 감각, 특히 일본어 감각이 뛰어나고 한자를 배우는 것에 특별한 거부감이 없다면 이 학과를 전공으로 선택하는 데 큰 무리가 없을 것입니다. 또한, 외국어로 문학 작품을 읽거나 고급 문장을 구사하는 능력이 있으면 좋습니다.","최근 들어 중국의 부상으로 일본의 위세가 상대적으로 하락했다고 하나, 지금처럼 우리나라 옆에 위치하여 경제ㆍ사회적으로 많은 것을 교류하고 있는 한 일본어와 일본 문화의 중요성은 지속될 것입니다. 최근에는 단순히 한일 관계 관점이 아닌, 동북아 관계 관점에서의 일본 연구에도 집중하고 있습니다.","{""majorSeq"": 10023, ""major"": ""일어교육과"", ""salary"": 178.8, ""employment"": ""40 % 이상"", ""job"": ""관광가이드, 무역담당자, 사범계열교수, 승무원, 언론인(기자,PD,아나운서등), 외교관, 작가, 중등학교교사, 출판물기획자, 통번역가, 통역사, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""건국대학교:일어교육과 | 상명대학교:일어교육과 | 신라대학교:일어교육과 | 인천대학교:일어교육과 | 원광대학교:일어교육과 | 경남대학교:일어교육과 | 경상국립대학교:일어교육과""}"
"전기ㆍ전자ㆍ통신공학교육과는 전기ㆍ전자 회로, 반도체, 통신, 제어 등 최첨단 산업의 근간이 되는 공학 기술과 이론 및 관련 교육학을 학습하며, 정보화 시대에 발맞추어 멀티미디어 저작 도구를 활용하는 능력을 배양하고, 이를 이용하여 실제로 멀티미디어 교재를 제작해 봄으로써 미래의 교육 환경 변화에 적절히 대처할 수 있는 교사를 양성하고 있습니다. 전기ㆍ전자ㆍ통신공학교육과는 전기, 전자, 통신 공학 분야의 인력을 지도할 교사 및 공업 교육 전문가를 양성합니다.","기본적으로 수학이나 물리학 과목에서 다루는 수식을 계산하는 것을 좋아하는 학생들에게 적합합니다. 특히, 전기, 기계, 전자회로, 에너지, 통신과 같은 분야에 흥미가 있으면 좋습니다. 새로운 것에 호기심이 많으며, 궁금증을 풀기 위해 끝까지 노력하는 성격이면 좋습니다. 복잡한 시스템의 구조를 정확하게 분석하고 잘 이해할 수 있는 능력이 있으면 유리합니다.","전기ㆍ전자ㆍ통신공학교육과는 전기에너지 생산, 수송 및 변환, 반도체 소자와 컴퓨터를 계측할 수 있는 각종 컴퓨터 언어와 하드웨어, 그리고 컴퓨터를 이용한 디지털 시스템 설계, VHDL 및 VLSI 설계, 시스템의 자동계측, 자동화, 디지털 통신 기술 및 영상 신호처리, 고속전기철도 등의 기본 원리부터 응용에 이르기까지 기술적인 방법을 학습합니다.","{""majorSeq"": 460, ""major"": ""전기ㆍ전자ㆍ통신공학교육과"", ""salary"": 236.0, ""employment"": ""60 % 이상"", ""job"": ""전기감리기술자, 전기및전자설비조작원, 전기안전기술자, 전기ㆍ전자ㆍ통신관련공무원, 중등학교교사, 통신기술자"", ""qualifications"": ""무선설비기사, 전기기사, 전자기사, 전파전자기사, 전파통신기사, 정보통신기사, 정보통신기사, 중등학교2급정교사"", ""universities"": ""충남대학교:전기・전자・통신공학교육과 | 국립목포대학교:전기ㆍ전자ㆍ통신자율전공학부 | 국립경국대학교:전자공학교육과 | 국립경국대학교:전기전자교육과""}"
"종교교육과(기독교교육과)에서는 교육의 역사-철학적인 영역, 사회학적 영역, 심리학적 영역, 교육방법론적 영역을 기독교적 관점에서 탐구하는 학과입니다. 종교교육과는 기독교 세계관을 바탕으로 교육의 이론과 실제에 대한 탐구를 통하여 인간의 전인적 성숙에 기여할 수 있는 기독교 교육자 양성을 교육목표로 두고 있습니다.","다른 문화 및 다른 종교에 대한 공감적 이해가 필요한 현대 사회에서 종교교육과의 역할은 크다고 할 수 있습니다. 종교 자체와, 종교와 연관된 문화를 배우며 남을 존중하고 더불어 사는 법을 배우게 됩니다.","종교교육과 졸업 후의 진로는 매우 다양한 편입니다. 학계 진출은 물론 언론, 문화, 연구, 종교계 등 다양한 분야에 진출할 수 있습니다.","{""majorSeq"": 510, ""major"": ""종교교육과"", ""salary"": 184.7, ""employment"": ""60 % 이상"", ""job"": ""선교사, 성직자, 신학연구원, 언론인, 인문ㆍ사회계열교수, 작가, 전도사, 중등학교교사, 청소년상담사, 청소년지도사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""장로회신학대학교:기독교교육과 | 총신대학교:기독교교육과 | 고신대학교:기독교교육과 | 한국침례신학대학교:기독교교육학과 | 서울신학대학교:기독교교육과 | 아신대학교:기독교교육학과 | 안양대학교:기독교교육과 | 한신대학교:기독교교육학과 | 한신대학교:기독교교육학전공 | 나사렛대학교:기독교교육학전공 | 영남신학대학교:기독교교육학과""}"
"지구과학은 천문학, 지질학, 기상학, 해양학의 우주 지구 분야를 연구합니다. 지구과학교육과는 각 분야에 대한 전공 지식을 습득하고 이들 지식을 효과적으로 학생들에게 가르칠 수 있는 방법을 지구과학 각 분야의 전공 지식 및 교과교육을 통하여 학습할 수 있도록 교육과정을 운영하고 있습니다. 지구과학교육과는 지구의 대기, 지질, 해양 및 천문 분야에 관한 깊고도 폭넓은 지식을 갖춘 우수한 중ㆍ고등학교 지구과학 교사와 지구과학 및 지구과학 교육 분야의 전문 인력을 양성하는 데 교육목표를 두고 있습니다.","지구과학에 대한 지식의 폭과 깊이가 넓으며, 창의적이고 사고 능력이 뛰어난 학생에게 유리합니다.","지구과학과 관련된 현상과 결과물을 관찰하고 연구하며, 지구과학과 관련한 여러 현장을 직접 살펴보는 답사 활동을 경험할 수 있습니다.","{""majorSeq"": 522, ""major"": ""지구과학교육과"", ""salary"": 188.2, ""employment"": ""40 % 이상"", ""job"": ""사범계열교수, 중등학교교사, 천문학자, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""서울대학교:지구과학교육과 | 부산대학교:지구과학교육과 | 경북대학교:지구과학교육과 | 경북대학교:과학교육학부 지구과학교육전공 | 전남대학교:지구과학교육과 | 조선대학교:지구과학교육과 | 강원대학교:지구과학교육전공 | 충북대학교:지구과학교육과 | 한국교원대학교:지구과학교육과 | 국립공주대학교:지구과학교육과 | 전북대학교:과학교육학부 지구과학교육전공 | 대구대학교:지구과학교육과""}"
"지리학은 지표상에 나타나는 인문 및 자연 현상의 공간적 분포와 상호 연관성을 연구하는 학문으로서 주요한 연구 대상은 공간조직, 자연환경, 인간과 자연의 관계, 도시구조, 지역개발 등입니다. 지리교육과는 지리학과 지리교육학의 전문 지식을 교육하고 이를 중등학교와 사회 현장에서 응용할 수 있는 능력을 기를 수 있도록 교육이 이뤄집니다. 지리교육과는 중학교 사회과의 지리교육, 고등학교 지리교육에 필요한 지리학 및 지리교육에 관한 폭넓은 이론 연구와 다양한 현장 실습을 실시하고 지리과의 교수, 학습 및 평가에 정통하고 사고 능력이 탁월한 지리교사 양성에 교육목표를 두고 있습니다.","지리학이란 사람이 사는 여러 가지 현상 중에서 땅, 공간에 대한 관계를 연구하는 학문입니다. 사람에 대한 관심과 사람이 만들어 내는 현상들이 땅위에서 어떻게 일어나는가를 알고 싶고 궁금해 한다면 그것이야말로 적절한 소질이라고 생각됩니다. 또한 인접학문과의 관계로 본다면 땅 위로는 천문학과 기상학이 있고 땅 밑으로는 지질학이 있습니다. 같은 사람에 대한 관심을 갖더라도 땅위에서 일어나는 일들인지, 땅 밑에서 일어나는 일들인지, 땅과 지표면에서 일어나는 일들인지 본인의 관심분야에 맞게 선택을 하면 될 것 같습니다.","지리학에 대한 전반적이고 체계적인 교육을 받을 수 있습니다. 지리교육을 훌륭히 수행할 수 있는 교사의 자질을 함양하고, 지리교육 이론, 교재 연구, 지리교육 실습 등을 통하여 지리교사로서의 능력을 함양합니다. 또한 지형 경관 관찰 및 인문환경에 대한 이해를 위해 전국 주요 지역을 답사합니다.","{""majorSeq"": 526, ""major"": ""지리교육과"", ""salary"": 189.2, ""employment"": ""40 % 이상"", ""job"": ""사범계열교수, 중등학교교사, 지도제작기술자, 지리정보시스템(GIS)전문가, 지리학연구원, 지역환경정책연구원, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""고려대학교:지리교육과 | 동국대학교:지리교육과 | 서울대학교:지리교육과 | 부산대학교:지리교육과 | 경북대학교:지리교육과 | 경북대학교:사회교육학부 지리교육전공 | 전남대학교:지리교육과 | 가톨릭관동대학교:지리교육과 | 강원대학교:지리교육과 | 서원대학교:지리교육과 | 충북대학교:지리교육과 | 한국교원대학교:지리교육과 | 국립공주대학교:지리교육과 | 전북대학교:지리교육과 | 대구가톨릭대학교:지리교육전공 | 대구가톨릭대학교:지리교육과 | 대구대학교:지리교육과 | 경상국립대학교:지리교육과 | 제주대학교:지리교육전공 | 제주대학교:지리교육과""}"
"2002년 한일 월드컵이 개최될 당시, 전국 각지에서 울려 퍼지던 대~한민국, 짝짝짝짝짝 함성을 기억하십니까? 스포츠는 온 국민에게 즐거움을 주며, 하나로 뭉치게 만들어 주는 중요한 역할을 합니다. 체육교육과는 체육 관련 분야를 공부하며 학생들에게 효과적으로 지식을 전달할 수 있는 방법론에 대해서 배웁니다. 체육교육과는 바른 인성을 가지고 스포츠 분야를 이끌어 갈 수 있는 인재를 양성하는 곳입니다.","체육교육과에서 공부하기 위해서는 신체활동을 좋아하고, 체육교육 현상에 호기심과 질문을 던지며 끊임없이 탐구하는 능력이 필요합니다. 아울러, 공동체 구성원과 문제해결을 위해 협력적으로 의사소통할 수 있는 능력, 그리고 체육교육 문제에 책임감과 리더십을 바탕으로 대처할 수 있는 능력이 필요합니다. 인간에 대한 관심과 사랑을 가지는 휴머니즘 정신, 각종 운동 수행 및 습득에 필요한 운동 적성과 체육학의 이론적 연구에 필요한 지적 능력 등이 갖추어야 하며, 체육 과목을 가르치는 교사가 될 가능성이 높으므로 아이들을 가르치는 일을 좋아하고, 창의력이 높으며, 새로운 것을 유심히 잘 관찰하는 능력이 필요합니다.","체육교육과에서는 다양한 스포츠 경험을 통해 신체능력을 기르며, 학생 스스로 건강한 삶을 영위할 수 있도록 지도할 수 있는 유능한 체육교사를 길러내고자 합니다. 체육의 이해를 돕는 이론교과 현장에 필요한 실기 교과를 제공함으로써 체육교사로 지녀야 할 능력 함양에 중점을 두며, 앞으로 사람들의 여가 생활이 많아짐에 따라 체육 교육 분야의 전문가 양성도 중요해질 것으로 전망합니다.","{""majorSeq"": 551, ""major"": ""체육교육과"", ""salary"": 184.1, ""employment"": ""40 % 이상"", ""job"": ""각종스포츠지도자, 건강관리사및운동처방사, 교재및교개발자, 대학교수, 생활체육지도자, 선수트레이너, 스포츠강사, 스포츠과학연구원, 스포츠마케터, 스포츠에어전트, 중등학교체육교사, 체육행정직공무원"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""건국대학교:체육교육과 | 고려대학교:체육교육과 | 동국대학교:체육교육과 | 서울대학교:체육교육과 | 숙명여자대학교:체육교육과 | 연세대학교:체육교육학과 | 중앙대학교:체육교육과 | 부산교육대학교:체육교육과 | 부산대학교:체육교육과 | 인천대학교:체육교육과 | 인하대학교:체육교육과 | 충남대학교:체육교육과 | 경북대학교:체육교육과 | 광주교육대학교:체육교육과(심화전공) | 전남대학교:체육교육과 | 단국대학교:체육교육과 | 성결대학교:체육교육과 | 가톨릭관동대학교:체육교육과 | 강원대학교:체육교육과 | 서원대학교:체육교육과 | 청주대학교:체육교육과 | 충북대학교:체육교육과 | 한국교원대학교:체육교육과 | 국립공주대학교:체육교육과 | 원광대학교:체육교육과 | 전북대학교:체육교육과 | 전주교육대학교:체육교육과(심화전공) | 대구가톨릭대학교:체육교육과 | 경남대학교:체육교육과 | 경상국립대학교:체육교육과 | 진주교육대학교:체육교육과(심화전공) | 제주대학교:체육교육과""}"
"교육은 그대의 머릿속에 씨앗을 심어 주는 것이 아니라, 그대의 씨앗이 자라게 해 준다. 라는 말이 있습니다. 초등교육학과는 아이들의 특성을 잘 이해하여, 아이들의 학습 효과와 창의력을 높여 줄 수 있는 다양한 교육 방법에 대해서 배우는 곳입니다. 초등교육학과는 앞으로 아이들에게 필요한 기초적인 지식뿐만 아니라 인성교육을 올바르게 지도할 수 있는 초등학교 교사를 양성합니다.","유아기에서 아동기로 변하는 아이들과 만나는 일이므로, 이 시기의 아이들을 좋아하고 잘 이해할 수 있으면 좋습니다. 학교에서 다양한 교과를 가르치므로 국어, 수학, 미술, 사회, 과학 등 다양한 과목에 두루두루 관심이 있으면 도움이 됩니다. 한창 자라나는 아이들에게 다양한 교육 방법을 적용하기 위해서는 창의력이 필요합니다. 다양한 상황 속에서도 차분하게 일을 처리할 수 있는 능력이 필요합니다.","초등교육학과는 아이들에게 다양하고 폭넓은 교육활동을 제공하기 위해서 국어, 수학, 미술 등 초등학교에서 다루고 있는 다양한 교과에 대한 이론적인 기초를 쌓아야 합니다. 초등교사는 중요한 직업이었고, 앞으로도 사회에서 중요한 역할을 할 것이므로 학과의 전망은 계속 좋을 것으로 예상됩니다.","{""majorSeq"": 554, ""major"": ""초등교육과"", ""salary"": 224.2, ""employment"": ""60 % 이상"", ""job"": ""교육공무원, 사범계열교수, 초등학교교사"", ""qualifications"": ""초등학교2급정교사"", ""universities"": ""서울교육대학교:초등윤리교육과(심화과정) | 서울교육대학교:초등미술교육과(심화과정) | 서울교육대학교:초등교육학과 | 서울교육대학교:초등컴퓨터교육과(심화과정) | 서울교육대학교:초등수학교육과(심화과정) | 서울교육대학교:초등영어교육과(심화과정) | 서울교육대학교:초등체육교육과(심화과정) | 서울교육대학교:초등생활과학교육과(심화과정) | 서울교육대학교:초등사회과교육과(심화과정) | 서울교육대학교:초등과학교육과(심화과정) | 서울교육대학교:초등국어교육과(심화과정) | 서울교육대학교:초등음악교육과(심화과정) | 서울교육대학교:초등교육학과(심화과정) | 서울교육대학교:유아ㆍ특수교육과(심화과정) | 이화여자대학교:초등교육과 | 한국방송통신대학교:초등교육과 | 부산교육대학교:실과교육과 | 부산교육대학교:초등교육과 | 경인교육대학교:초등컴퓨터교육과(심화과정) | 경인교육대학교:초등수학교육과(심화과정) | 경인교육대학교:초등영어교육과(심화과정) | 경인교육대학교:초등체육교육과(심화과정) | 경인교육대학교:초등생활과학교육과(심화과정) | 경인교육대학교:초등사회과교육과(심화과정) | 경인교육대학교:초등과학교육과(심화과정) | 경인교육대학교:초등국어교육과(심화과정) | 경인교육대학교:초등음악교육과(심화과정) | 경인교육대학교:초등유아교육과(심화과정) | 경인교육대학교:초등교육과 | 경인교육대학교:초등교육학과(심화과정) | 경인교육대학교:초등윤리교육과(심화과정) | 경인교육대학교:초등미술교육과(심화과정) | 대구교육대학교:초등음악교육과(심화과정) | 대구교육대학교:초등교육학과(심화과정) | 대구교육대학교:초등교육과 | 대구교육대학교:초등윤리교육과(심화과정) | 대구교육대학교:초등미술교육과(심화과정) | 대구교육대학교:초등실과교육과(심화과정) | 대구교육대학교:초등컴퓨터교육과(심화과정) | 대구교육대학교:초등수학교육과(심화과정) | 대구교육대학교:초등사회교육과(심화과정) | 대구교육대학교:초등영어교육과(심화과정) | 대구교육대학교:초등체육교육과(심화과정) | 대구교육대학교:초등과학교육과(심화과정) | 대구교육대학교:초등국어교육과(심화과정) | 광주교육대학교:초등교육과 | 경인교육대학교:초등영어교육과(심화과정) | 경인교육대학교:초등체육교육과(심화과정) | 경인교육대학교:초등생활과학교육과(심화과정) | 경인교육대학교:초등사회과교육과(심화과정) | 경인교육대학교:초등과학교육과(심화과정) | 경인교육대학교:초등국어교육과(심화과정) | 경인교육대학교:초등음악교육과(심화과정) | 경인교육대학교:초등유아교육과(심화과정) | 경인교육대학교:초등교육학과(심화과정) | 경인교육대학교:초등윤리교육과(심화과정) | 경인교육대학교:초등미술교육과(심화과정) | 경인교육대학교:초등컴퓨터교육과(심화과정) | 경인교육대학교:초등수학교육과(심화과정) | 춘천교육대학교:초등실과교육과(심화과정) | 춘천교육대학교:초등윤리교육과(심화과정) | 춘천교육대학교:초등미술교육과(심화과정) | 춘천교육대학교:초등컴퓨터교육과(심화과정) | 춘천교육대학교:초등수학교육과(심화과정) | 춘천교육대학교:초등영어교육과(심화과정) | 춘천교육대학교:초등체육교육과(심화과정) | 춘천교육대학교:초등사회과교육과(심화과정) | 춘천교육대학교:초등과학교육과(심화과정) | 춘천교육대학교:초등국어교육과(심화과정) | 춘천교육대학교:초등교육학과 | 춘천교육대학교:초등교육학과(심화과정) | 춘천교육대학교:초등음악교육과(심화과정) | 청주교육대학교:초등교육학과 | 청주교육대학교:초등사회과교육과(심화과정) | 청주교육대학교:초등과학교육과(심화과정) | 청주교육대학교:초등국어교육과(심화과정) | 청주교육대학교:초등교육학과(심화과정) | 청주교육대학교:초등음악교육과(심화과정) | 청주교육대학교:초등실과교육과(심화과정) | 청주교육대학교:초등윤리교육과(심화과정) | 청주교육대학교:초등미술교육과(심화과정) | 청주교육대학교:초등컴퓨터교육과(심화과정) | 청주교육대학교:초등수학교육과(심화과정) | 청주교육대학교:초등영어교육과(심화과정) | 청주교육대학교:초등체육교육과(심화과정) | 한국교원대학교:초등교육과 | 공주교육대학교:수학교육과(심화과정) | 공주교육대학교:음악교육과(심화과정) | 공주교육대학교:미술교육과(심화과정) | 공주교육대학교:윤리교육과(심화과정) | 공주교육대학교:국어교육과(심화과정) | 공주교육대학교:영어교육과(심화과정) | 공주교육대학교:초등교육과 | 공주교육대학교:교육학과(심화과정) | 공주교육대학교:컴퓨터교육과(심화과정) | 공주교육대학교:실과교육과(심화과정) | 공주교육대학교:과학교육과(심화과정) | 공주교육대학교:체육교육과(심화과정) | 전주교육대학교:초등교육학과(심화과정) | 전주교육대학교:초등교육과 | 진주교육대학교:초등교육과 | 제주대학교:초등교육과""}"
컴퓨터공학은 공업을 위주로 하던 산업사회에서 정보화 사회로의 이행이 가속됨에 따라 정보산업을 선도하는 핵심적인 학문 분야로 자리 잡고 있습니다. 컴퓨터교육과는 인류사회 복지에 선도적으로 공헌할 수 있는 창의적이고 책임감 있으며 도전 의식과 적응 능력을 겸비한 컴퓨터 분야의 인력을 지도할 교사 및 컴퓨터교육 전문가 양성을 교육목표로 두고 있습니다.,"과학, 수학 등의 이공계 기초 과목을 공부하는 것을 좋아해야 합니다. 그리고 학생들을 만나고 가르치는 일에 흥미가 있어야 합니다.",현대 산업 사회에서 가장 중요한 기계ㆍ전자ㆍ컴퓨터 등의 기술을 연구하고 공부하는 학과입니다. 기술을 계속해서 발전시키기 위해서는 공학 분야의 인재를 많이 길러 배출하는 것이 중요합니다. 따라서 앞으로도 컴퓨터교육과의 역할은 점점 더 확대될 것으로 예상됩니다.,"{""majorSeq"": 571, ""major"": ""컴퓨터교육과"", ""salary"": 236.0, ""employment"": ""60 % 이상"", ""job"": ""경영정보시스템개발자, 데이터베이스개발자, 데이터베이스관리자, 이공학계열교수, 이러닝교수설계자, 중등학교교사, 컴퓨터시스템설계분석가, 컴퓨터프로그래머, 학원강사"", ""qualifications"": ""중등학교2급정교사"", ""universities"": ""고려대학교:컴퓨터교육과 | 성균관대학교:컴퓨터교육과 | 부산교육대학교:컴퓨터교육과 | 신라대학교:컴퓨터교육과 | 광주교육대학교:컴퓨터교육과(심화전공) | 가톨릭관동대학교:컴퓨터교육과 | 한국교원대학교:컴퓨터교육과 | 국립공주대학교:컴퓨터교육과 | 전주교육대학교:컴퓨터교육과(심화전공) | 국립순천대학교:컴퓨터교육과 | 국립경국대학교:컴퓨터교육과 | 진주교육대학교:컴퓨터교육과(심화전공) | 제주대학교:컴퓨터교육과""}"
"빛을 못 보는 사람보다 마음속에 빛을 갖고 있지 않은 사람이 더 불행합니다. 시각ㆍ청각 장애를 가졌던 헬렌 켈러를 바깥세상으로 이끌어 준 것은 설리번 선생님의 헌신적인 교육이었습니다. 특수교육학과는 신체적ㆍ정신적으로 불편한 학생들의 개별적인 욕구를 파악하여, 적절하고 효율적으로 교육 서비스를 제공하는 방법에 대해서 공부합니다. 특수교육학과는 특별한 학생들이 비장애인들과 더불어 살아갈 수 있도록 도와줄 수 있는 특수교육 전문가를 양성하는 곳입니다.","신체적ㆍ정신적으로 불편함을 겪고 있는 학생들을 위한 교육 방법에 대해서 배우는 곳이므로 특수교육을 전공하기 위해서는 책임 의식과 자신의 직업을 사랑하는 마음, 남을 위해 희생하고 봉사하는 정신이 필요합니다. 생각하지 못한 일이 발생하더라도 당황하지 않고 항상 침착하게 행동할 수 있는 자기 통제 능력이 있으면 좋습니다.","특수교육학과는 학생들의 특수성을 고려하여 교육학뿐 아니라 의학, 심리학, 철학, 생리학, 물리치료, 언어치료 등 다양한 학문을 종합적으로 배웁니다. 한국은 복지국가를 지향하고 있고, 앞으로 장애 아동에 대한 교육은 점점 확대될 것이므로 학과의 전망은 밝을 것으로 기대됩니다.","{""majorSeq"": 592, ""major"": ""특수교육학과"", ""salary"": 201.7, ""employment"": ""60 % 이상"", ""job"": ""대학교수, 물리치료사, 보육교사, 심리상담사"", ""qualifications"": ""사회복지사, 언어치료사, 청소년상담사, 특수교육사"", ""universities"": ""이화여자대학교:특수교육과 | 부산대학교:특수교육과 | 경인교육대학교:특수(통합)교육과(심화과정) | 대전대학교:중등특수교육과 | 대구교육대학교:특수(통합)교육과(심화과정) | 광주교육대학교:특수ㆍ통합교육과(심화전공) | 광주여자대학교:특수교육과(중등특수교육전공) | 광주여자대학교:특수교육과(초등특수교육전공) | 광주여자대학교:초등특수교육과 | 광주여자대학교:중등특수교육과 | 남부대학교:유아특수교육과 | 남부대학교:초등특수교육과 | 전남대학교:특수교육학부 | 조선대학교:특수교육과 | 가톨릭대학교:특수교육과 | 강남대학교:초등특수교육과 | 강남대학교:중등특수교육과 | 경동대학교:중등특수교육과 | 경인교육대학교:특수(통합)교육과(심화과정) | 단국대학교:특수교육과 | 중부대학교:특수교육과 | 중부대학교:특수교육과(초등특수교육) | 중부대학교:초등특수교육과 | 중부대학교:중등특수교육과 | 중부대학교:특수교육과(유아특수교육) | 중부대학교:특수교육과(중등특수교육) | 중부대학교:유아특수교육과 | 한경국립대학교:한국수어교육전공 | 한경국립대학교:유아특수보육학전공 | 한림대학교:청각학전공 | 국립한국교통대학교:유아특수교육학과 | 극동대학교:중등특수교육학과 | 극동대학교:초등특수교육전공 | 극동대학교:초등특수교육학과 | 극동대학교:중등특수교육전공 | 한국교원대학교:특수교육과 | 건양대학교:초등특수교육과 | 건양대학교:중등특수교육과 | 국립공주대학교:특수교육과 | 나사렛대학교:유아특수교육과 | 나사렛대학교:중등특수교육과 | 나사렛대학교:특수교육과 | 백석대학교:유아특수교육과 | 백석대학교:특수교육과 | 순천향대학교:특수교육과 | 유원대학교:중등특수교육과 | 유원대학교:초등특수교육과 | 우석대학교:유아특수교육과 | 우석대학교:특수교육과 | 원광대학교:중등특수교육과 | 전주대학교:중등특수교육과 | 세한대학교:특수교육과 | 대구대학교:특수창의융합학과 | 대구대학교:유아특수교육과 | 대구대학교:특수교육과 | 대구대학교:초등특수교육과 | 대구사이버대학교:특수교육학과 | 대구한의대학교:중등특수교육과 | 위덕대학교:특수교육학부 | 위덕대학교:초등특수교육전공 | 위덕대학교:중등특수교육전공 | 가야대학교:특수교육과 | 국립창원대학교:특수교육과 | 부산장신대학교:특수교육과 | 인제대학교:특수교육과""}"
