majorSeq,major,salary,employment,job,qualifications,chunk_field,chunk_text
250,산업공학과,266.5,<strong>60</strong> % 이상,"경영컨설턴트, 물류관리사, -, 정보시스템운영자, 산업공학기술자, MIS전문가(경영정보시스템개발자)","물류관리사, 산업안전기사, 품질경영기사",interest,"평소 수치적인 계산을 통한 합리적인 의사결정을 좋아하거나, 일의 처리 과정을 효율화하는 것에 흥미가 있는 사람은 관심을 가져 볼 만합니다. 특히 공학과 경영의 적성을 모두 가진 사람에게 유리합니다. 수리에 능하고 체계적으로 일의 프로세스를 설계하는 능력이 있는 사람에게 적합합니다."
250,산업공학과,266.5,<strong>60</strong> % 이상,"경영컨설턴트, 물류관리사, -, 정보시스템운영자, 산업공학기술자, MIS전문가(경영정보시스템개발자)","물류관리사, 산업안전기사, 품질경영기사",property,"산업공학을 공과대학 내의 경영학이라고 합니다. 이는 현장의 산업 기술을 공학적 기법으로 경영하는 방법을 탐구하기 때문입니다. 이 학과는 전통적인 공학과는 다르게 특정 산업에 국한되지 않고, 전 분야에 사용되는 시스템적 접근법과 분석적 방법론을 배우는 곳입니다."
279,섬유공학과,199.7,<strong>60</strong> % 이상,"섬유공학기술자, 섬유관련등급원및검사원, 섬유및염료시험원, 섬유제조기계조작원, 섬유제조원, 스마트의류개발자, 직조원","기술지도사(섬유), 섬유가공산업기사, 섬유기사, 섬유기술사, 섬유디자인산업기사, 의류기사, 화공기사",summary,"우주인에게 우주복이 없었더라면 어떻게 되었을까요? 극심한 온도 변화나 가속도, 방사선 위험에 노출되어 우주를 탐험 하는 것 자체가 불가능 했을지도 모릅니다. 섬유공학과는 우리 몸을 보호하고 패션을 위해 입는 일반 옷에 사용되는 합성섬유와 우주복, 방사선복, 방호복에 이용되는 특수섬유, 최첨단 섬유인 탄소섬유, 나노섬유 등 다양한 섬유에 대해서 배우는 곳입니다. 섬유공학과는 새로운 섬유 소재를 개발하고 발전시킬 수 있는 창의적 인재를 양성하는 데 교육목표를 두고 있습니다."
279,섬유공학과,199.7,<strong>60</strong> % 이상,"섬유공학기술자, 섬유관련등급원및검사원, 섬유및염료시험원, 섬유제조기계조작원, 섬유제조원, 스마트의류개발자, 직조원","기술지도사(섬유), 섬유가공산업기사, 섬유기사, 섬유기술사, 섬유디자인산업기사, 의류기사, 화공기사",interest,"옷의 재질과 디자인, 색상에 대해서 관심이 있거나 화학, 물리, 수학과 같은 기초 과학 과목에 흥미가 있으면 도움이 됩니다. 평소 새로운 것에 대한 호기심이 많거나 새로운 소재를 개발하고 다양한 공학적 문제를 해결하기 위한 창의력을 가진 사람에게 적합합니다."
279,섬유공학과,199.7,<strong>60</strong> % 이상,"섬유공학기술자, 섬유관련등급원및검사원, 섬유및염료시험원, 섬유제조기계조작원, 섬유제조원, 스마트의류개발자, 직조원","기술지도사(섬유), 섬유가공산업기사, 섬유기사, 섬유기술사, 섬유디자인산업기사, 의류기사, 화공기사",property,"섬유는 의복을 만드는 합성섬유 뿐만 아니라, 섬유에 LED를 넣은 LED섬유, 전기적인 기능이 들어간 스마트 섬유, 비행기나 우주선 제조에 사용되는 탄소섬유와 특수섬유 등 전기, 전자, 항공, 화학, 패션 등 다양한 분야에서 섬유공학 기술이 사용되고 있습니다. 따라서 섬유공학과는 앞으로도 다양한 부가가치를 만들어 내는 학과로 전망됩니다."
285,세라믹공학과,228.3,<strong>60</strong> % 이상,"반도체공학기술자, 세라믹기술자, 재료공학기술자","금속기사, 금속재료기술사, 세라믹기술사",summary,"세라믹 공학은 산화물, 탄화물, 질화물과 같은 비금속 무기질 재료의 개발과 응용 방법을 공부하는 분야입니다. 물리, 화학, 전기, 전자 공학과 관련이 깊은 공학 분야입니다. 세라믹공학과는 다양한 재료 공학 실험과 연구, 체험 교육을 통해 세라믹 첨단 소재 개발을 위한 창의적 사고와 능력을 가진 전문 인력을 양성하는 데 교육 목표를 두고 있습니다."
285,세라믹공학과,228.3,<strong>60</strong> % 이상,"반도체공학기술자, 세라믹기술자, 재료공학기술자","금속기사, 금속재료기술사, 세라믹기술사",interest,"유리나 도자기와 같은 세라믹 재료의 제품이 만들어지는 과정, 제조원리 등에 관심이 많은 사람에게 유리합니다.
세라믹 제조 과정은 새로운 재료 개발과 제품을 만들기 위한 다양한 연구와 실험을 하게되는데 이를 잘 수행하기 위해 논리적으로 생각 할 수 있는 능력과 다양한 문제 해결을 위한 창의력이 필요합니다."
285,세라믹공학과,228.3,<strong>60</strong> % 이상,"반도체공학기술자, 세라믹기술자, 재료공학기술자","금속기사, 금속재료기술사, 세라믹기술사",property,"세라믹은 도자기, 유리, 시멘트와 같은 전통적인 재료와 차세대 반도체 재료, 광섬유, 고온 초전도체, 전기자동차용 전지 재료, 인조 뼈와 치아, 고강도 기계 부품 재료, 우주선 단열타일 및 발사용 내열재료, 원자로의 구조물과 같은 최첨단 세라믹 재료로 구분되고 종류도 다양합니다. 거의 모든 산업 분야에 세라믹 재료가 사용되고 있습니다."
10015,소방방재학과,214.4,<strong>60</strong> % 이상,"산업안전관리원, 소방공학기술자, 소방관, 소방관리자, 스마트재난관리전문가, 응급구조사, 화재감식전문가","가스기사, 산업안전기사, 소방기술사, 소방설비기사, 소방시설관리사, 소방안전교육사, 위험물산업기사, 화재감식평가산업기사",summary,"소방방재학과에서는 언제 발생할지 모르는 안전사고와 화재에 대비하는 전문적인 기술과 방법을 배웁니다. 급박하고 위급한 상황이 비정기적으로 발생하며, 대형화되고 있는 재난상황에서 인명과 재산을 보호하기 위한 방재 기술이 요구되고 있습니다. 소방방재학과는 각종 재난과 화재를 예방하고 관리할 수 있는 이론과 실무 능력을 갖춘 인재를 양성하기 위해 각종 실험과 실습, 소방 설비 안전 관리, 설계, 시설 관리에 대한 다양한 지식을 배우는 곳입니다."
10015,소방방재학과,214.4,<strong>60</strong> % 이상,"산업안전관리원, 소방공학기술자, 소방관, 소방관리자, 스마트재난관리전문가, 응급구조사, 화재감식전문가","가스기사, 산업안전기사, 소방기술사, 소방설비기사, 소방시설관리사, 소방안전교육사, 위험물산업기사, 화재감식평가산업기사",interest,"평소 각종 재난이나 사건 사고, 화재의 예방과 원인 등에 대해 관심을 가진 사람에게 유리합니다. 소방방재학은 각종 재난을 사전에 예방하고 방지하기 위해 기계,, 전기, 재료, 소방 분야에 대한 지식과 창의적인 사고능력 및 문제 해결을 위한 논리적인 사고 능력이 필요합니다."
10015,소방방재학과,214.4,<strong>60</strong> % 이상,"산업안전관리원, 소방공학기술자, 소방관, 소방관리자, 스마트재난관리전문가, 응급구조사, 화재감식전문가","가스기사, 산업안전기사, 소방기술사, 소방설비기사, 소방시설관리사, 소방안전교육사, 위험물산업기사, 화재감식평가산업기사",property,"소방방재 분야에도 IT기술과 네트워크, 인공지능, 사물인터넷을 활용한 기술이 개발되고 사용되고 있습니다. 단순히 집안이나 건물에 설치된 화재 감지기가 아닌 사물인터넷과 IT기술, 센서기술, 데이터 분석 기술을 활용하여 화재를 예방하는데 활용되고 있습니다."
290,소프트웨어공학과,224.2,<strong>60</strong> % 이상,"3D프린팅전문가, 가상현실전문가, 네트워크엔지니어, 데이터베이스개발자, 디지털포렌식수사관, 모바일애플리케이션개발자, 무인자동차엔지니어, 무인항공기시스템개발자, 반도체공학기술자, 블록체인전문가, 빅데이터전문가, 사물인터넷전문가, 사이버교육운영자, 생체인식전문가, 스마트팜구축가, 시스템소프트웨어개발자, 신경회로망연구원, 아이티(IT)교육강사, 응용소프트웨어개발자, 의료정보시스템개발자, 인공지능전문가, 정밀농업기사, 정보보호전문가, 컴퓨터시스템감리전문가, 컴퓨터프로그래머, 클라우드시스템엔지니어, 통신공학기술자및연구원, 홀로그램전문가","3D프린터개발산업기사, e-TestProfessional, IEQ(인터넷윤리자격), PCMaster(정비사), RFID기술자격검정, SQL, SW테스트전문가(CSTS), 네트워크관리사, 데이터분석가, 데이터아키텍처, 디지털정보활용능력(DIAT), 디지털포렌식전문가, 리눅스마스터, 소프트웨어자산관리사(C-SAM), 전자계산기기사, 정보기술자격(ITQ)시험, 정보기술프로젝트관리전문가(IT-PMP), 정보시스템감리사, 정보처리기사, 정보통신기사, 컴퓨터활용능력",summary,"스마트폰으로 터치 한번으로 쉽게 음식 주문을 하고, 클릭 한 번으로 인터넷으로 물건을 살수 있는 것은 바로 소프트웨어 공학 기술이 있었기 때문입니다. 소프트웨어공학은 소프트웨어의 개발과 운용 그리고 유지운영에 필요한 체계적이고 정량화된 개발방법이나 운영방법을 적용하고 이러한 접근 방법들에 관하여 배우는 학과입니다. 소프트웨어 산업과 첨단 과학기술 개발에 주도적 역할을 할 수 있는 창의적이고 우수한 인재를 양성하는 것에 교육목표를 두고 있습니다."
290,소프트웨어공학과,224.2,<strong>60</strong> % 이상,"3D프린팅전문가, 가상현실전문가, 네트워크엔지니어, 데이터베이스개발자, 디지털포렌식수사관, 모바일애플리케이션개발자, 무인자동차엔지니어, 무인항공기시스템개발자, 반도체공학기술자, 블록체인전문가, 빅데이터전문가, 사물인터넷전문가, 사이버교육운영자, 생체인식전문가, 스마트팜구축가, 시스템소프트웨어개발자, 신경회로망연구원, 아이티(IT)교육강사, 응용소프트웨어개발자, 의료정보시스템개발자, 인공지능전문가, 정밀농업기사, 정보보호전문가, 컴퓨터시스템감리전문가, 컴퓨터프로그래머, 클라우드시스템엔지니어, 통신공학기술자및연구원, 홀로그램전문가","3D프린터개발산업기사, e-TestProfessional, IEQ(인터넷윤리자격), PCMaster(정비사), RFID기술자격검정, SQL, SW테스트전문가(CSTS), 네트워크관리사, 데이터분석가, 데이터아키텍처, 디지털정보활용능력(DIAT), 디지털포렌식전문가, 리눅스마스터, 소프트웨어자산관리사(C-SAM), 전자계산기기사, 정보기술자격(ITQ)시험, 정보기술프로젝트관리전문가(IT-PMP), 정보시스템감리사, 정보처리기사, 정보통신기사, 컴퓨터활용능력",interest,"IT 기술을 이용한 컴퓨터나 각종 장비, 스마트 기기, 무인 키오스크 등의 작동을 시켜주는 여러 소프트웨어나 작동원리에 관심을 갖고 좋아하는 사람에게 유리합니다. 소프트웨어를 개발하기 위해서는 컴퓨터 프로그래밍 언어를 배워야 하는데 이에 필요한 논리적인 사고 능력과 여러 복잡한 문제를 소프트웨어를 통해 해결해 낼수 있는 창의력도 필요합니다."
290,소프트웨어공학과,224.2,<strong>60</strong> % 이상,"3D프린팅전문가, 가상현실전문가, 네트워크엔지니어, 데이터베이스개발자, 디지털포렌식수사관, 모바일애플리케이션개발자, 무인자동차엔지니어, 무인항공기시스템개발자, 반도체공학기술자, 블록체인전문가, 빅데이터전문가, 사물인터넷전문가, 사이버교육운영자, 생체인식전문가, 스마트팜구축가, 시스템소프트웨어개발자, 신경회로망연구원, 아이티(IT)교육강사, 응용소프트웨어개발자, 의료정보시스템개발자, 인공지능전문가, 정밀농업기사, 정보보호전문가, 컴퓨터시스템감리전문가, 컴퓨터프로그래머, 클라우드시스템엔지니어, 통신공학기술자및연구원, 홀로그램전문가","3D프린터개발산업기사, e-TestProfessional, IEQ(인터넷윤리자격), PCMaster(정비사), RFID기술자격검정, SQL, SW테스트전문가(CSTS), 네트워크관리사, 데이터분석가, 데이터아키텍처, 디지털정보활용능력(DIAT), 디지털포렌식전문가, 리눅스마스터, 소프트웨어자산관리사(C-SAM), 전자계산기기사, 정보기술자격(ITQ)시험, 정보기술프로젝트관리전문가(IT-PMP), 정보시스템감리사, 정보처리기사, 정보통신기사, 컴퓨터활용능력",property,"소프트웨어공학은 전 산업 분야에서 정보시스템과 정보기술 도입의 중요성이 커지고 있습니다. 회사에서 이루어지는 대부분의 업무가 컴퓨터와 소프트웨어를 이용하고 있고, 업무에 관련된 소프트웨어가 없이는 일을 할 수 없을 정도로 중요성이 커지고 있습니다. 따라서 소프트웨어 개발과 유지ㆍ운영에 대한 수요도 지속적으로 증가하고 있습니다."
310,시스템경영공학과,266.5,<strong>60</strong> % 이상,"MIS전문가(경영정보시스템개발자), 경영컨설턴트, 고객관리시스템(CRM)전문가, 물류관리사, 산업공학기술자, 손실방지전문가, 시스템엔지니어, 시스템운영관리자, 플랜트기계공학기술자","ERP물류정보관리사, ERP생산정보관리사, ERP인사정보관리사, ERP회계정보관리사, SMAT(서비스경영자격), 경영지도사, 물류관리사, 산업보안관리사, 산업안전지도사, 유통관리사, 정보기술프로젝트관리전문가(IT-PMP)",summary,"IT와 사물인터넷, 빅데이터를 이용한 스마트 팩토리를 들어본 적이 있나요? 시스템경영공학은 IT, 사물인터넷, 인간, 각종 설비와 자재, 네트워크 기술 등이 활용하여 산업 분야의 시스템 설계,와 운영 최적화를 위한 공학기술과 경영지식에 대해 배우는 학과입니다. 시스템경영공학은 논리적 사고를 기반으로 한 체계적 접근, 최신 기술 에 대한 분석 및 예측, 정보시스템의 적극적 활용, 품질 및 생산성 혁신, 첨단 제조 시스템 구축 등에 대해 배우는 학과입니다."
310,시스템경영공학과,266.5,<strong>60</strong> % 이상,"MIS전문가(경영정보시스템개발자), 경영컨설턴트, 고객관리시스템(CRM)전문가, 물류관리사, 산업공학기술자, 손실방지전문가, 시스템엔지니어, 시스템운영관리자, 플랜트기계공학기술자","ERP물류정보관리사, ERP생산정보관리사, ERP인사정보관리사, ERP회계정보관리사, SMAT(서비스경영자격), 경영지도사, 물류관리사, 산업보안관리사, 산업안전지도사, 유통관리사, 정보기술프로젝트관리전문가(IT-PMP)",interest,"회사가 어떤 방식으로 일을 하고 운영하는지에 대해 관심이 많고, 어떤 일을 해도 효율적인 방법을 찾는 것을 좋아하고, 공학과 경영 분야에 관심이 많은 사람에게 유리합니다. 시스템경영공학은 기업의 복잡하고 다양한 문제를 IT와 컴퓨터 공학기술을 이용해 체계적으로 접근하고 해결 할 수 있는 창의력 및 논리적인 사고 능력이 필요합니다."
310,시스템경영공학과,266.5,<strong>60</strong> % 이상,"MIS전문가(경영정보시스템개발자), 경영컨설턴트, 고객관리시스템(CRM)전문가, 물류관리사, 산업공학기술자, 손실방지전문가, 시스템엔지니어, 시스템운영관리자, 플랜트기계공학기술자","ERP물류정보관리사, ERP생산정보관리사, ERP인사정보관리사, ERP회계정보관리사, SMAT(서비스경영자격), 경영지도사, 물류관리사, 산업보안관리사, 산업안전지도사, 유통관리사, 정보기술프로젝트관리전문가(IT-PMP)",property,"시스템경영공학과는 점점 고도화되고 복잡해지는 산업과 생산 환경에 대해 보다 효율적인 시스템 개발과 운영을 위해 최적의 관리 도구나 방법을 개발 합니다. 이를 위해 다양한 최신 공학기술, 수리적 도구와 컴퓨터 응용 기술을 활용합니다. 스마트 팩토리 개발 및 운용 빅데이터를 활용한 경영시스템 개발 등 산업의 전 분야에 걸쳐 활용되고 있습니다."
311,시스템공학과,266.5,<strong>60</strong> % 이상,"MIS전문가(경영정보시스템개발자), 고객관리시스템(CRM)전문가, 물류관리사, 산업공학기술자, 시스템스프트웨어개발자, 시스템엔지니어, 시스템운영관리자, 플랜트기계공학기술자","ERP물류정보관리사, ERP생산정보관리사, ERP인사정보관리사, ERP회계정보관리사, SMAT(서비스경영자격), SMAT(서비스경영자격), 경영지도사, 국방사업관리사, 물류관리사, 산업보안관리사, 산업보안관리사, 산업안전지도사, 유통관리사, 전자계산기기사, 정보기술프로젝트관리전문가(IT-PMP), 정보보안기사, 정보처리기사, 정보통신기사",summary,"전 세계 곳곳에서 IT와 네트워크 기술을 이용한 새로운 기술이 등장하고 있습니다. 시스템공학과는 기술변화에 맞춰 복잡한 시스템을 단순화 시켜 활용도를 높이고 합리적인 설계와 기술 개발에 관심을 갖는 학과입니다. 시스템공학과는 기업의 효율적 경영을 위해 각 부문들을 분석, 계획, 설계, 관리, 운영 및 평가하고 정보 기술을 적극적으로 활용합니다. 시스템에 대한 이해와 기업에 대한 이해를 모두 갖춘 인재를 양성하는 데 교육목표를 두고 있는 학과입니다."
311,시스템공학과,266.5,<strong>60</strong> % 이상,"MIS전문가(경영정보시스템개발자), 고객관리시스템(CRM)전문가, 물류관리사, 산업공학기술자, 시스템스프트웨어개발자, 시스템엔지니어, 시스템운영관리자, 플랜트기계공학기술자","ERP물류정보관리사, ERP생산정보관리사, ERP인사정보관리사, ERP회계정보관리사, SMAT(서비스경영자격), SMAT(서비스경영자격), 경영지도사, 국방사업관리사, 물류관리사, 산업보안관리사, 산업보안관리사, 산업안전지도사, 유통관리사, 전자계산기기사, 정보기술프로젝트관리전문가(IT-PMP), 정보보안기사, 정보처리기사, 정보통신기사",interest,"복잡한 문제를 풀거나 해결 방법을 찾는 것을 좋아하고 공학과 제조, 생산, 공정 분야에 관심이 많은 사람에게 유리합니다. 시스템공학 분야는 여러 복잡하고 다양한 문제를 IT와 컴퓨터, 시스템 공학기술을 이용해 체계적으로 접근하고 해결 하는데 이때 창의력 및 논리적인 사고 능력이 필요됩니다."
311,시스템공학과,266.5,<strong>60</strong> % 이상,"MIS전문가(경영정보시스템개발자), 고객관리시스템(CRM)전문가, 물류관리사, 산업공학기술자, 시스템스프트웨어개발자, 시스템엔지니어, 시스템운영관리자, 플랜트기계공학기술자","ERP물류정보관리사, ERP생산정보관리사, ERP인사정보관리사, ERP회계정보관리사, SMAT(서비스경영자격), SMAT(서비스경영자격), 경영지도사, 국방사업관리사, 물류관리사, 산업보안관리사, 산업보안관리사, 산업안전지도사, 유통관리사, 전자계산기기사, 정보기술프로젝트관리전문가(IT-PMP), 정보보안기사, 정보처리기사, 정보통신기사",property,"오늘 주문한 상품이 하루도 안돼서 도착하거나, 저녁에 주문한 상품이 새벽에 도착 할 수 있는 것은 물류 서비스, 인공지능, 빅데이터, IT, 네트워크 기술, 이커머스, 모바일 기술, 자동화 기반 마련 등 시스템 공학적 분석과 접근이 있었기에 가능한 일입니다. 실제로 시스템 공학기술은 우리 생활에 가까운 곳에서 널리 사용되고 있습니다."
324,신소재공학과,220.2,<strong>60</strong> % 이상,"3D프린팅전문가, 금속재료공학시험원, 나노공학기술자, 섬유공학기술자, 스마트의류개발자, 재료공학기술자","3D프린터개발산업기사, 금속기사, 반도체설계기사, 섬유기사, 세라믹기술사, 의류기사, 화공기사",summary,"우리 눈앞에 보이는 모든 것은 재료로 이루어져 있습니다. 스마트폰을 만들기 위한 반도체, 항공기의 특수합금재료, 탄소를 활용한 복합 재료, 태양열 발전에 필요한 태양전지 재료가 꼭 필요합니다. 신소재공학과는 다양한 재료의 기본적인 이해 및 재료 구조와 특질을 이해하고 새로운 소재의 개발, 가공, 기능 등에 대한 이론과 연구방법에 대해서 배우는 학과입니다."
324,신소재공학과,220.2,<strong>60</strong> % 이상,"3D프린팅전문가, 금속재료공학시험원, 나노공학기술자, 섬유공학기술자, 스마트의류개발자, 재료공학기술자","3D프린터개발산업기사, 금속기사, 반도체설계기사, 섬유기사, 세라믹기술사, 의류기사, 화공기사",interest,"새로운 소재를 발견하고 재료에 대한 분석을 하기 위해서는 화학, 물리, 수학과 같은 기초 과학 과목에 흥미를 가지고 좋아해야 합니다. 신소재를 개발은 새로운 기술을 빠르게 받아들이는 능력과 실생활에서 사용하고 있는 다양한 소재에 대한 원리를 잘 이해하고 응용할 수 있는 논리적인 사고와 응용능력이 있으면 좋습니다."
324,신소재공학과,220.2,<strong>60</strong> % 이상,"3D프린팅전문가, 금속재료공학시험원, 나노공학기술자, 섬유공학기술자, 스마트의류개발자, 재료공학기술자","3D프린터개발산업기사, 금속기사, 반도체설계기사, 섬유기사, 세라믹기술사, 의류기사, 화공기사",property,"나노기술의 발전, 빅데이터 분석을 통한 실험 연구의 가속화, 항공 및 우주 산업, 바이오 산업 등 관련 산업이  발전하면서 신소재공학과의 중요성도 갈수록 커지고 있습니다. 신소재 공학은 재료 공학의 한 분야이지만 세부적으로 세라믹, 화학공학, 첨단소재, 나노재료 등 폭넓은 지식과 경험을 필요로 하는 학과입니다."
338,안전공학과,214.4,<strong>60</strong> % 이상,"건축안전기술자, 교통안전연구원, 도시및교통설계전문가, 무인경비시스템종사원, 산업안전관리원, 산업안전원, 소방공학기술자, 소방관리자, 스마트재난관리전문가, 전기안전기술자, 주택관리사, 토목안전환경기술자, 화재감식전문가","가스기사, 건설안전산업기사, 농작업안전보건기사, 산업안전기사, 소방기술사, 소방설비기사, 소방시설관리사, 소방안전교육사, 위험물산업기사, 화재감식평가산업기사",summary,"경제가 발전하고 생활 수준이 높아지면서 각종 안전과 사고 예방에 관련된 관심이 높아지고 있습니다. 안전공학과는 여러 산업 활동 중에 발생 할 수 있는 화재, 사고, 보건, 위험요소를 과학적인 방법으로 위험의 원인을 찾고 미리 방지하는 방법에 대해 배우게 됩니다. 안전에 대한 과학적 이론을 기반으로 관련된 기술을 개발하고 설계하는 전문 인재를 양성하는 것에 교육 목표를 두고 있는 학과입니다."
338,안전공학과,214.4,<strong>60</strong> % 이상,"건축안전기술자, 교통안전연구원, 도시및교통설계전문가, 무인경비시스템종사원, 산업안전관리원, 산업안전원, 소방공학기술자, 소방관리자, 스마트재난관리전문가, 전기안전기술자, 주택관리사, 토목안전환경기술자, 화재감식전문가","가스기사, 건설안전산업기사, 농작업안전보건기사, 산업안전기사, 소방기술사, 소방설비기사, 소방시설관리사, 소방안전교육사, 위험물산업기사, 화재감식평가산업기사",interest,"평소 사람의 행동 특성을 관찰하는 데 재미를 느끼거나 각종 사고의 원인이나 예방 등의 활동에 관심을 가진 사람에게 유리합니다. 물리, 화학, 수학 등 자연과학 및 공학의 기초 지식과 인간의 행동을 이해하는 행동 심리학에 대한 지식, 원인과 결과를 생각해 볼 수 있는 논리적이 사고 능력이 필요합니다."
338,안전공학과,214.4,<strong>60</strong> % 이상,"건축안전기술자, 교통안전연구원, 도시및교통설계전문가, 무인경비시스템종사원, 산업안전관리원, 산업안전원, 소방공학기술자, 소방관리자, 스마트재난관리전문가, 전기안전기술자, 주택관리사, 토목안전환경기술자, 화재감식전문가","가스기사, 건설안전산업기사, 농작업안전보건기사, 산업안전기사, 소방기술사, 소방설비기사, 소방시설관리사, 소방안전교육사, 위험물산업기사, 화재감식평가산업기사",property,경제 수준이 높아지고 사회가 발전할수록 안전에 대한 관심과 중요성이 강조됩니다. 최근 기후변화로 인한 자연재해의 증가와 산업 현장에서의 사고 등 안전 분야에 대한 관심이 커지고 있습니다. 타 공학 분야는 세분화된 전문 영역에 집중하는 반면 안전공학과는 여러 학문 분야 지식을 접하고 배운다는 특징이 있습니다
448,에너지자원공학과,215.6,<strong>60</strong> % 이상,"대체에너지개발연구원, 바이오에너지연구및개발자, 스마트그리드엔지니어, 신재생에너지전문가, 에너지공학기술자, 에너지시험원, 에너지절약제품디자이너, 에너지진단전문가, 원자력연구원, 태양광발전연구및개발자, 폐기물에너지화연구원, 해양에너지기술자","신재생에너지발전설비기사(태양광), 에너지관리기사, 원자력기사, 전기기사",summary,"도로를 달리는 자동차, 손목에 차고 있는 스마트 시계, 더운 여름을 시원하게 해주는 선풍기와 에어컨 등 일상생활에서 사용하는 여러 제품들을 움직이게 하는 것은 바로 에너지입니다. 에너지공학과는 한정된 에너지를 합리적 경제적으로 사용하는 방법을 다루며, 에너지 생산과정 및 변환과정, 에너지의 종류 및 특성에 대해서 배웁니다. 에너지공학과는 에너지와 관련된 다양한 문제를 해결과 에너지 자원의 기술개발을 할 수 있는 에너지 전문 인력을 양성하는 것을 목표로 하고 있습니다."
448,에너지자원공학과,215.6,<strong>60</strong> % 이상,"대체에너지개발연구원, 바이오에너지연구및개발자, 스마트그리드엔지니어, 신재생에너지전문가, 에너지공학기술자, 에너지시험원, 에너지절약제품디자이너, 에너지진단전문가, 원자력연구원, 태양광발전연구및개발자, 폐기물에너지화연구원, 해양에너지기술자","신재생에너지발전설비기사(태양광), 에너지관리기사, 원자력기사, 전기기사",interest,"에너지의 생산원리, 전송과정,, 에너지 분야에 대한 관심이 있고, 특히 원자력이나 신재생 에너지에 흥미가 있는 학생들에게 유리합니다. 새로운 것을 발견하고 응용하는 것을 좋아하면 도움이 됩니다. 에너지공학을 공부하기 위해 화학, 수학, 물리 등의 과목을 잘할 수 있으면 유리합니다. 그리고 실험이 많은 분야이므로 차분하고 집중력이 높으면 도움이 됩니다."
448,에너지자원공학과,215.6,<strong>60</strong> % 이상,"대체에너지개발연구원, 바이오에너지연구및개발자, 스마트그리드엔지니어, 신재생에너지전문가, 에너지공학기술자, 에너지시험원, 에너지절약제품디자이너, 에너지진단전문가, 원자력연구원, 태양광발전연구및개발자, 폐기물에너지화연구원, 해양에너지기술자","신재생에너지발전설비기사(태양광), 에너지관리기사, 원자력기사, 전기기사",property,"최근 세계적으로 기후 변화와 지구 온난화로 인해 폭염이나 홍수 발생으로 많은 사람들이 어려움을 겪고 있습니다. 지구 온난화와 관련이 있는 온실가스 감축, 탄소배출량 감소정책을 통한 탄소배출권 확보 등 기존의 석유 및 화학 연료를 에너지원으로 하는 것이 아닌 태양열, 조력, 풍력 등 신재생 에너지 기술 개발이 국가 발전 및 성장에 매우 중요한 역할을 함에 따라 에너지공학과의 중요성도 계속 커지고 있습니다."
384,원자력공학과,215.6,<strong>60</strong> % 이상,"물리학연구원, 발전장치조작원, 방사성폐기물관리원, 원자력공학기술자, 원자력연구원","방사성동위원소취급자일반면허, 방사성동위원소취급자특수면허, 원자력기사, 원자력발전기술사",summary,"인류 문명이 지속적으로 발전하기 위해서는 석탄이나 석유와 같은 화석 에너지를 대체할 새로운 에너지원을 개발하는 일이 중요합니다. 원자력공학은 원자로의 핵반응으로 인해 얻게 되는 막대한 에너지를 활용하는 공학으로 공업, 농업, 의학, 원자력 발전 여러 분야에 접목되어 활용되는 학문입니다. 원자력공학과는 방사성 동위원소를 활용한 방사성공학 기술과 핵물질의 취급, 처리, 원자력 발전소 설계, 운전, 관리 및 안전성 평가등 원자력 분야에 관련된 고급 기술 인력 양성에 교육목표를 두고 있습니다."
384,원자력공학과,215.6,<strong>60</strong> % 이상,"물리학연구원, 발전장치조작원, 방사성폐기물관리원, 원자력공학기술자, 원자력연구원","방사성동위원소취급자일반면허, 방사성동위원소취급자특수면허, 원자력기사, 원자력발전기술사",interest,"원자력 분야에 대해 관심이 있거나 과학 이론과 원리에 대해 흥미를 가진 사람에게 유리합니다. 수학, 물리학, 화학 등 기초과목을 잘할 수 있어야 하며, 논리적이고 분석적인 사고능력, 창의력과 문제해결능력을 가지고 있는 사람에게 적합하다."
384,원자력공학과,215.6,<strong>60</strong> % 이상,"물리학연구원, 발전장치조작원, 방사성폐기물관리원, 원자력공학기술자, 원자력연구원","방사성동위원소취급자일반면허, 방사성동위원소취급자특수면허, 원자력기사, 원자력발전기술사",property,"원자력 공학기술을 활용한 원자력 발전은 국가 핵심 사업으로 지속적인 성장을 해왔으나 기존 원자력 발전소의 노후화, 새로운 발전소 건설의 최소화 등 국가 정책변화에 따라 관련 산업의 발전 여부도 영향을 받는 특성을 가지고 있습니다."
